# @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
# Peter Rasmussen: Lab 4
# Unsorted and sorted lists and sorted list performance metrics.
# Input file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/inputs/ran1k.dat
# Output file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/outputs/ran1k.csv

metric,unsorted,heap_sort,two_way_merge,three_way_merge,four_way_merge,natural_merge
199,626,200,200,200,200,200
200,931,201,201,201,201,201
201,504,202,202,202,202,202
202,834,203,203,203,203,203
203,521,204,204,204,204,204
204,749,205,205,205,205,205
205,112,206,206,206,206,206
206,77,207,207,207,207,207
207,445,208,208,208,208,208
208,307,209,209,209,209,209
209,913,210,210,210,210,210
210,37,211,211,211,211,211
211,420,212,212,212,212,212
212,376,213,213,213,213,213
213,31,214,214,214,214,214
214,704,215,215,215,215,215
215,934,216,216,216,216,216
216,592,217,217,217,217,217
217,133,218,218,218,218,218
218,366,219,219,219,219,219
219,93,220,220,220,220,220
220,417,221,221,221,221,221
221,171,222,222,222,222,222
222,788,223,223,223,223,223
223,860,224,224,224,224,224
224,30,225,225,225,225,225
225,414,226,226,226,226,226
226,356,227,227,227,227,227
227,688,228,228,228,228,228
228,520,229,229,229,229,229
229,451,230,230,230,230,230
230,141,231,231,231,231,231
231,631,232,232,232,232,232
232,336,233,233,233,233,233
233,892,234,234,234,234,234
234,357,235,235,235,235,235
235,6,236,236,236,236,236
236,552,237,237,237,237,237
237,899,238,238,238,238,238
238,135,239,239,239,239,239
239,893,240,240,240,240,240
240,123,241,241,241,241,241
241,65,242,242,242,242,242
242,506,243,243,243,243,243
243,993,244,244,244,244,244
244,935,245,245,245,245,245
245,596,246,246,246,246,246
246,322,247,247,247,247,247
247,16,248,248,248,248,248
248,782,249,249,249,249,249
249,111,250,250,250,250,250
250,566,251,251,251,251,251
251,186,252,252,252,252,252
252,51,253,253,253,253,253
253,941,254,254,254,254,254
254,29,255,255,255,255,255
255,447,256,256,256,256,256
256,642,257,257,257,257,257
257,480,258,258,258,258,258
258,965,259,259,259,259,259
259,719,260,260,260,260,260
260,703,261,261,261,261,261
261,569,262,262,262,262,262
262,665,263,263,263,263,263
263,994,264,264,264,264,264
264,734,265,265,265,265,265
265,98,266,266,266,266,266
266,213,267,267,267,267,267
267,895,268,268,268,268,268
268,701,269,269,269,269,269
269,845,270,270,270,270,270
270,797,271,271,271,271,271
271,571,272,272,272,272,272
272,446,273,273,273,273,273
273,598,274,274,274,274,274
274,114,275,275,275,275,275
275,22,276,276,276,276,276
276,351,277,277,277,277,277
277,869,278,278,278,278,278
278,615,279,279,279,279,279
279,581,280,280,280,280,280
280,5,281,281,281,281,281
281,632,282,282,282,282,282
282,505,283,283,283,283,283
283,524,284,284,284,284,284
284,627,285,285,285,285,285
285,705,286,286,286,286,286
286,389,287,287,287,287,287
287,740,288,288,288,288,288
288,68,289,289,289,289,289
289,380,290,290,290,290,290
290,877,291,291,291,291,291
291,926,292,292,292,292,292
292,744,293,293,293,293,293
293,874,294,294,294,294,294
294,940,295,295,295,295,295
295,736,296,296,296,296,296
296,844,297,297,297,297,297
297,180,298,298,298,298,298
298,108,299,299,299,299,299
299,904,300,300,300,300,300
300,218,301,301,301,301,301
301,833,302,302,302,302,302
302,155,303,303,303,303,303
303,608,304,304,304,304,304
304,792,305,305,305,305,305
305,955,306,306,306,306,306
306,481,307,307,307,307,307
307,500,308,308,308,308,308
308,14,309,309,309,309,309
309,79,310,310,310,310,310
310,238,311,311,311,311,311
311,693,312,312,312,312,312
312,378,313,313,313,313,313
313,354,314,314,314,314,314
314,60,315,315,315,315,315
315,476,316,316,316,316,316
316,210,317,317,317,317,317
317,974,318,318,318,318,318
318,589,319,319,319,319,319
319,603,320,320,320,320,320
320,41,321,321,321,321,321
321,333,322,322,322,322,322
322,556,323,323,323,323,323
323,344,324,324,324,324,324
324,412,325,325,325,325,325
325,434,326,326,326,326,326
326,982,327,327,327,327,327
327,353,328,328,328,328,328
328,329,329,329,329,329,329
329,667,330,330,330,330,330
330,427,331,331,331,331,331
331,979,332,332,332,332,332
332,747,333,333,333,333,333
333,267,334,334,334,334,334
334,657,335,335,335,335,335
335,202,336,336,336,336,336
336,462,337,337,337,337,337
337,441,338,338,338,338,338
338,531,339,339,339,339,339
339,519,340,340,340,340,340
340,459,341,341,341,341,341
341,292,342,342,342,342,342
342,243,343,343,343,343,343
343,436,344,344,344,344,344
344,151,345,345,345,345,345
345,697,346,346,346,346,346
346,69,347,347,347,347,347
347,406,348,348,348,348,348
348,586,349,349,349,349,349
349,831,350,350,350,350,350
350,450,351,351,351,351,351
351,852,352,352,352,352,352
352,594,353,353,353,353,353
353,768,354,354,354,354,354
354,919,355,355,355,355,355
355,169,356,356,356,356,356
356,702,357,357,357,357,357
357,838,358,358,358,358,358
358,153,359,359,359,359,359
359,432,360,360,360,360,360
360,240,361,361,361,361,361
361,761,362,362,362,362,362
362,553,363,363,363,363,363
363,672,364,364,364,364,364
364,857,365,365,365,365,365
365,937,366,366,366,366,366
366,853,367,367,367,367,367
367,287,368,368,368,368,368
368,273,369,369,369,369,369
369,486,370,370,370,370,370
370,950,371,371,371,371,371
371,107,372,372,372,372,372
372,912,373,373,373,373,373
373,431,374,374,374,374,374
374,751,375,375,375,375,375
375,861,376,376,376,376,376
376,149,377,377,377,377,377
377,543,378,378,378,378,378
378,658,379,379,379,379,379
379,621,380,380,380,380,380
380,815,381,381,381,381,381
381,193,382,382,382,382,382
382,712,383,383,383,383,383
383,716,384,384,384,384,384
384,63,385,385,385,385,385
385,338,386,386,386,386,386
386,266,387,387,387,387,387
387,282,388,388,388,388,388
388,228,389,389,389,389,389
389,958,390,390,390,390,390
390,758,391,391,391,391,391
391,602,392,392,392,392,392
392,502,393,393,393,393,393
393,45,394,394,394,394,394
394,514,395,395,395,395,395
395,541,396,396,396,396,396
396,250,397,397,397,397,397
397,321,398,398,398,398,398
398,949,399,399,399,399,399
399,393,400,400,400,400,400
400,377,401,401,401,401,401
401,675,402,402,402,402,402
402,23,403,403,403,403,403
403,209,404,404,404,404,404
404,386,405,405,405,405,405
405,924,406,406,406,406,406
406,164,407,407,407,407,407
407,46,408,408,408,408,408
408,582,409,409,409,409,409
409,275,410,410,410,410,410
410,789,411,411,411,411,411
411,812,412,412,412,412,412
412,947,413,413,413,413,413
413,252,414,414,414,414,414
414,470,415,415,415,415,415
415,430,416,416,416,416,416
416,20,417,417,417,417,417
417,130,418,418,418,418,418
418,846,419,419,419,419,419
419,200,420,420,420,420,420
420,718,421,421,421,421,421
421,330,422,422,422,422,422
422,227,423,423,423,423,423
423,286,424,424,424,424,424
424,536,425,425,425,425,425
425,464,426,426,426,426,426
426,828,427,427,427,427,427
427,957,428,428,428,428,428
428,640,429,429,429,429,429
429,875,430,430,430,430,430
430,456,431,431,431,431,431
431,756,432,432,432,432,432
432,630,433,433,433,433,433
433,71,434,434,434,434,434
434,902,435,435,435,435,435
435,158,436,436,436,436,436
436,798,437,437,437,437,437
437,387,438,438,438,438,438
438,84,439,439,439,439,439
439,134,440,440,440,440,440
440,272,441,441,441,441,441
441,607,442,442,442,442,442
442,34,443,443,443,443,443
443,3,444,444,444,444,444
444,715,445,445,445,445,445
445,334,446,446,446,446,446
446,189,447,447,447,447,447
447,733,448,448,448,448,448
448,742,449,449,449,449,449
449,487,450,450,450,450,450
450,185,451,451,451,451,451
451,871,452,452,452,452,452
452,352,453,453,453,453,453
453,484,454,454,454,454,454
454,163,455,455,455,455,455
455,714,456,456,456,456,456
456,468,457,457,457,457,457
457,946,458,458,458,458,458
458,739,459,459,459,459,459
459,866,460,460,460,460,460
460,409,461,461,461,461,461
461,442,462,462,462,462,462
462,364,463,463,463,463,463
463,906,464,464,464,464,464
464,317,465,465,465,465,465
465,963,466,466,466,466,466
466,402,467,467,467,467,467
467,9,468,468,468,468,468
468,999,469,469,469,469,469
469,623,470,470,470,470,470
470,473,471,471,471,471,471
471,479,472,472,472,472,472
472,763,473,473,473,473,473
473,685,474,474,474,474,474
474,646,475,475,475,475,475
475,855,476,476,476,476,476
476,460,477,477,477,477,477
477,359,478,478,478,478,478
478,975,479,479,479,479,479
479,489,480,480,480,480,480
480,757,481,481,481,481,481
481,116,482,482,482,482,482
482,653,483,483,483,483,483
483,891,484,484,484,484,484
484,337,485,485,485,485,485
485,410,486,486,486,486,486
486,753,487,487,487,487,487
487,26,488,488,488,488,488
488,39,489,489,489,489,489
489,539,490,490,490,490,490
490,766,491,491,491,491,491
491,175,492,492,492,492,492
492,687,493,493,493,493,493
493,907,494,494,494,494,494
494,508,495,495,495,495,495
495,923,496,496,496,496,496
496,969,497,497,497,497,497
497,872,498,498,498,498,498
498,492,499,499,499,499,499
499,276,500,500,500,500,500
500,706,501,501,501,501,501
501,966,502,502,502,502,502
502,449,503,503,503,503,503
503,168,504,504,504,504,504
504,283,505,505,505,505,505
505,360,506,506,506,506,506
506,150,507,507,507,507,507
507,363,508,508,508,508,508
508,590,509,509,509,509,509
509,856,510,510,510,510,510
510,302,511,511,511,511,511
511,689,512,512,512,512,512
512,991,513,513,513,513,513
513,511,514,514,514,514,514
514,347,515,515,515,515,515
515,233,516,516,516,516,516
516,295,517,517,517,517,517
517,144,518,518,518,518,518
518,43,519,519,519,519,519
519,418,520,520,520,520,520
520,106,521,521,521,521,521
521,207,522,522,522,522,522
522,325,523,523,523,523,523
523,661,524,524,524,524,524
524,555,525,525,525,525,525
525,530,526,526,526,526,526
526,567,527,527,527,527,527
527,992,528,528,528,528,528
528,916,529,529,529,529,529
529,884,530,530,530,530,530
530,86,531,531,531,531,531
531,501,532,532,532,532,532
532,466,533,533,533,533,533
533,859,534,534,534,534,534
534,57,535,535,535,535,535
535,52,536,536,536,536,536
536,265,537,537,537,537,537
537,679,538,538,538,538,538
538,348,539,539,539,539,539
539,726,540,540,540,540,540
540,15,541,541,541,541,541
541,411,542,542,542,542,542
542,61,543,543,543,543,543
543,864,544,544,544,544,544
544,413,545,545,545,545,545
545,662,546,546,546,546,546
546,825,547,547,547,547,547
547,674,548,548,548,548,548
548,192,549,549,549,549,549
549,851,550,550,550,550,550
550,968,551,551,551,551,551
551,293,552,552,552,552,552
552,258,553,553,553,553,553
553,915,554,554,554,554,554
554,613,555,555,555,555,555
555,929,556,556,556,556,556
556,548,557,557,557,557,557
557,482,558,558,558,558,558
558,399,559,559,559,559,559
559,710,560,560,560,560,560
560,628,561,561,561,561,561
561,925,562,562,562,562,562
562,887,563,563,563,563,563
563,597,564,564,564,564,564
564,863,565,565,565,565,565
565,826,566,566,566,566,566
566,570,567,567,567,567,567
567,259,568,568,568,568,568
568,750,569,569,569,569,569
569,457,570,570,570,570,570
570,174,571,571,571,571,571
571,862,572,572,572,572,572
572,324,573,573,573,573,573
573,308,574,574,574,574,574
574,205,575,575,575,575,575
575,686,576,576,576,576,576
576,97,577,577,577,577,577
577,453,578,578,578,578,578
578,62,579,579,579,579,579
579,288,580,580,580,580,580
580,811,581,581,581,581,581
581,551,582,582,582,582,582
582,819,583,583,583,583,583
583,405,584,584,584,584,584
584,995,585,585,585,585,585
585,104,586,586,586,586,586
586,507,587,587,587,587,587
587,102,588,588,588,588,588
588,382,589,589,589,589,589
589,534,590,590,590,590,590
590,310,591,591,591,591,591
591,591,592,592,592,592,592
592,435,593,593,593,593,593
593,873,594,594,594,594,594
594,374,595,595,595,595,595
595,850,596,596,596,596,596
596,656,597,597,597,597,597
597,549,598,598,598,598,598
598,91,599,599,599,599,599
599,914,600,600,600,600,600
600,485,601,601,601,601,601
601,440,602,602,602,602,602
602,223,603,603,603,603,603
603,90,604,604,604,604,604
604,11,605,605,605,605,605
605,796,606,606,606,606,606
606,203,607,607,607,607,607
607,44,608,608,608,608,608
608,298,609,609,609,609,609
609,443,610,610,610,610,610
610,666,611,611,611,611,611
611,199,612,612,612,612,612
612,385,613,613,613,613,613
613,882,614,614,614,614,614
614,249,615,615,615,615,615
615,830,616,616,616,616,616
616,707,617,617,617,617,617
617,248,618,618,618,618,618
618,881,619,619,619,619,619
619,422,620,620,620,620,620
620,48,621,621,621,621,621
621,448,622,622,622,622,622
622,824,623,623,623,623,623
623,668,624,624,624,624,624
624,523,625,625,625,625,625
625,669,626,626,626,626,626
626,962,627,627,627,627,627
627,296,628,628,628,628,628
628,12,629,629,629,629,629
629,681,630,630,630,630,630
630,314,631,631,631,631,631
631,978,632,632,632,632,632
632,997,633,633,633,633,633
633,75,634,634,634,634,634
634,572,635,635,635,635,635
635,465,636,636,636,636,636
636,765,637,637,637,637,637
637,82,638,638,638,638,638
638,917,639,639,639,639,639
639,649,640,640,640,640,640
640,527,641,641,641,641,641
641,125,642,642,642,642,642
642,121,643,643,643,643,643
643,172,644,644,644,644,644
644,670,645,645,645,645,645
645,159,646,646,646,646,646
646,953,647,647,647,647,647
647,339,648,648,648,648,648
648,499,649,649,649,649,649
649,858,650,650,650,650,650
650,560,651,651,651,651,651
651,841,652,652,652,652,652
652,711,653,653,653,653,653
653,695,654,654,654,654,654
654,636,655,655,655,655,655
655,731,656,656,656,656,656
656,395,657,657,657,657,657
657,905,658,658,658,658,658
658,777,659,659,659,659,659
659,165,660,660,660,660,660
660,619,661,661,661,661,661
661,784,662,662,662,662,662
662,948,663,663,663,663,663
663,407,664,664,664,664,664
664,554,665,665,665,665,665
665,600,666,666,666,666,666
666,516,667,667,667,667,667
667,256,668,668,668,668,668
668,990,669,669,669,669,669
669,206,670,670,670,670,670
670,74,671,671,671,671,671
671,72,672,672,672,672,672
672,478,673,673,673,673,673
673,198,674,674,674,674,674
674,25,675,675,675,675,675
675,611,676,676,676,676,676
676,246,677,677,677,677,677
677,682,678,678,678,678,678
678,795,679,679,679,679,679
679,471,680,680,680,680,680
680,800,681,681,681,681,681
681,490,682,682,682,682,682
682,49,683,683,683,683,683
683,854,684,684,684,684,684
684,827,685,685,685,685,685
685,262,686,686,686,686,686
686,212,687,687,687,687,687
687,909,688,688,688,688,688
688,945,689,689,689,689,689
689,867,690,690,690,690,690
690,290,691,691,691,691,691
691,349,692,692,692,692,692
692,475,693,693,693,693,693
693,139,694,694,694,694,694
694,650,695,695,695,695,695
695,361,696,696,696,696,696
696,236,697,697,697,697,697
697,221,698,698,698,698,698
698,587,699,699,699,699,699
699,876,700,700,700,700,700
700,195,701,701,701,701,701
701,565,702,702,702,702,702
702,426,703,703,703,703,703
703,698,704,704,704,704,704
704,638,705,705,705,705,705
705,428,706,706,706,706,706
706,813,707,707,707,707,707
707,938,708,708,708,708,708
708,401,709,709,709,709,709
709,196,710,710,710,710,710
710,786,711,711,711,711,711
711,162,712,712,712,712,712
712,839,713,713,713,713,713
713,677,714,714,714,714,714
714,624,715,715,715,715,715
715,691,716,716,716,716,716
716,644,717,717,717,717,717
717,235,718,718,718,718,718
718,305,719,719,719,719,719
719,943,720,720,720,720,720
720,294,721,721,721,721,721
721,152,722,722,722,722,722
722,971,723,723,723,723,723
723,970,724,724,724,724,724
724,92,725,725,725,725,725
725,372,726,726,726,726,726
726,184,727,727,727,727,727
727,458,728,728,728,728,728
728,50,729,729,729,729,729
729,137,730,730,730,730,730
730,510,731,731,731,731,731
731,635,732,732,732,732,732
732,944,733,733,733,733,733
733,584,734,734,734,734,734
734,977,735,735,735,735,735
735,725,736,736,736,736,736
736,708,737,737,737,737,737
737,515,738,738,738,738,738
738,88,739,739,739,739,739
739,775,740,740,740,740,740
740,278,741,741,741,741,741
741,143,742,742,742,742,742
742,33,743,743,743,743,743
743,910,744,744,744,744,744
744,365,745,745,745,745,745
745,721,746,746,746,746,746
746,56,747,747,747,747,747
747,930,748,748,748,748,748
748,525,749,749,749,749,749
749,748,750,750,750,750,750
750,381,751,751,751,751,751
751,320,752,752,752,752,752
752,737,753,753,753,753,753
753,976,754,754,754,754,754
754,540,755,755,755,755,755
755,323,756,756,756,756,756
756,263,757,757,757,757,757
757,178,758,758,758,758,758
758,355,759,759,759,759,759
759,140,760,760,760,760,760
760,961,761,761,761,761,761
761,429,762,762,762,762,762
762,291,763,763,763,763,763
763,315,764,764,764,764,764
764,253,765,765,765,765,765
765,303,766,766,766,766,766
766,17,767,767,767,767,767
767,503,768,768,768,768,768
768,513,769,769,769,769,769
769,942,770,770,770,770,770
770,54,771,771,771,771,771
771,191,772,772,772,772,772
772,201,773,773,773,773,773
773,773,774,774,774,774,774
774,684,775,775,775,775,775
775,300,776,776,776,776,776
776,497,777,777,777,777,777
777,21,778,778,778,778,778
778,561,779,779,779,779,779
779,654,780,780,780,780,780
780,160,781,781,781,781,781
781,494,782,782,782,782,782
782,808,783,783,783,783,783
783,790,784,784,784,784,784
784,319,785,785,785,785,785
785,425,786,786,786,786,786
786,73,787,787,787,787,787
787,260,788,788,788,788,788
788,967,789,789,789,789,789
789,835,790,790,790,790,790
790,229,791,791,791,791,791
791,416,792,792,792,792,792
792,793,793,793,793,793,793
793,7,794,794,794,794,794
794,279,795,795,795,795,795
795,629,796,796,796,796,796
796,87,797,797,797,797,797
797,743,798,798,798,798,798
798,455,799,799,799,799,799
799,188,800,800,800,800,800
800,776,801,801,801,801,801
801,264,802,802,802,802,802
802,960,803,803,803,803,803
803,746,804,804,804,804,804
804,781,805,805,805,805,805
805,415,806,806,806,806,806
806,939,807,807,807,807,807
807,371,808,808,808,808,808
808,752,809,809,809,809,809
809,709,810,810,810,810,810
810,89,811,811,811,811,811
811,423,812,812,812,812,812
812,498,813,813,813,813,813
813,94,814,814,814,814,814
814,129,815,815,815,815,815
815,880,816,816,816,816,816
816,583,817,817,817,817,817
817,692,818,818,818,818,818
818,920,819,819,819,819,819
819,794,820,820,820,820,820
820,700,821,821,821,821,821
821,890,822,822,822,822,822
822,124,823,823,823,823,823
823,612,824,824,824,824,824
824,518,825,825,825,825,825
825,284,826,826,826,826,826
826,807,827,827,827,827,827
827,55,828,828,828,828,828
828,767,829,829,829,829,829
829,532,830,830,830,830,830
830,900,831,831,831,831,831
831,261,832,832,832,832,832
832,183,833,833,833,833,833
833,755,834,834,834,834,834
834,8,835,835,835,835,835
835,437,836,836,836,836,836
836,639,837,837,837,837,837
837,576,838,838,838,838,838
838,269,839,839,839,839,839
839,901,840,840,840,840,840
840,469,841,841,841,841,841
841,343,842,842,842,842,842
842,588,843,843,843,843,843
843,396,844,844,844,844,844
844,225,845,845,845,845,845
845,832,846,846,846,846,846
846,24,847,847,847,847,847
847,342,848,848,848,848,848
848,117,849,849,849,849,849
849,606,850,850,850,850,850
850,579,851,851,851,851,851
851,764,852,852,852,852,852
852,95,853,853,853,853,853
853,496,854,854,854,854,854
854,762,855,855,855,855,855
855,301,856,856,856,856,856
856,257,857,857,857,857,857
857,254,858,858,858,858,858
858,176,859,859,859,859,859
859,986,860,860,860,860,860
860,36,861,861,861,861,861
861,620,862,862,862,862,862
862,528,863,863,863,863,863
863,821,864,864,864,864,864
864,335,865,865,865,865,865
865,345,866,866,866,866,866
866,885,867,867,867,867,867
867,404,868,868,868,868,868
868,27,869,869,869,869,869
869,727,870,870,870,870,870
870,477,871,871,871,871,871
871,769,872,872,872,872,872
872,146,873,873,873,873,873
873,154,874,874,874,874,874
874,843,875,875,875,875,875
875,599,876,876,876,876,876
876,340,877,877,877,877,877
877,109,878,878,878,878,878
878,956,879,879,879,879,879
879,42,880,880,880,880,880
880,538,881,881,881,881,881
881,131,882,882,882,882,882
882,13,883,883,883,883,883
883,299,884,884,884,884,884
884,645,885,885,885,885,885
885,574,886,886,886,886,886
886,894,887,887,887,887,887
887,113,888,888,888,888,888
888,816,889,889,889,889,889
889,593,890,890,890,890,890
890,327,891,891,891,891,891
891,332,892,892,892,892,892
892,421,893,893,893,893,893
893,47,894,894,894,894,894
894,237,895,895,895,895,895
895,908,896,896,896,896,896
896,58,897,897,897,897,897
897,659,898,898,898,898,898
898,722,899,899,899,899,899
899,643,900,900,900,900,900
900,438,901,901,901,901,901
901,142,902,902,902,902,902
902,226,903,903,903,903,903
903,604,904,904,904,904,904
904,772,905,905,905,905,905
905,138,906,906,906,906,906
906,132,907,907,907,907,907
907,384,908,908,908,908,908
908,870,909,909,909,909,909
909,148,910,910,910,910,910
910,231,911,911,911,911,911
911,972,912,912,912,912,912
912,271,913,913,913,913,913
913,167,914,914,914,914,914
914,454,915,915,915,915,915
915,651,916,916,916,916,916
916,28,917,917,917,917,917
917,241,918,918,918,918,918
918,64,919,919,919,919,919
919,328,920,920,920,920,920
920,878,921,921,921,921,921
921,400,922,922,922,922,922
922,806,923,923,923,923,923
923,197,924,924,924,924,924
924,964,925,925,925,925,925
925,419,926,926,926,926,926
926,306,927,927,927,927,927
927,723,928,928,928,928,928
928,215,929,929,929,929,929
929,911,930,930,930,930,930
930,67,931,931,931,931,931
931,367,932,932,932,932,932
932,918,933,933,933,933,933
933,173,934,934,934,934,934
934,59,935,935,935,935,935
935,922,936,936,936,936,936
936,277,937,937,937,937,937
937,488,938,938,938,938,938
938,350,939,939,939,939,939
939,663,940,940,940,940,940
940,605,941,941,941,941,941
941,537,942,942,942,942,942
942,694,943,943,943,943,943
943,370,944,944,944,944,944
944,973,945,945,945,945,945
945,562,946,946,946,946,946
946,452,947,947,947,947,947
947,625,948,948,948,948,948
