# @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
# Peter Rasmussen: Lab 4
# Unsorted and sorted lists and sorted list performance metrics.
# Input file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/inputs/dup1k.dat
# Output file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/outputs/dup1k.csv

metric,unsorted,heap_sort,two_way_merge,three_way_merge,four_way_merge,natural_merge
104,544,103,103,103,103,103
105,131,104,104,104,104,104
106,509,105,105,105,105,105
107,158,106,106,106,106,106
108,711,107,107,107,107,107
109,632,107,107,107,107,107
110,794,109,109,109,109,109
111,853,111,111,111,111,111
112,264,115,115,115,115,115
113,886,116,116,116,116,116
114,41,117,117,117,117,117
115,300,118,118,118,118,118
116,291,119,119,119,119,119
117,868,120,120,120,120,120
118,992,121,121,121,121,121
119,82,122,122,122,122,122
120,537,123,123,123,123,123
121,932,124,124,124,124,124
122,268,125,125,125,125,125
123,25,126,126,126,126,126
124,983,127,127,127,127,127
125,672,127,127,127,127,127
126,431,129,129,129,129,129
127,950,129,129,129,129,129
128,594,130,130,130,130,130
129,822,131,131,131,131,131
130,479,132,132,132,132,132
131,162,132,132,132,132,132
132,925,133,133,133,133,133
133,332,134,134,134,134,134
134,594,135,135,135,135,135
135,383,136,136,136,136,136
136,417,136,136,136,136,136
137,664,136,136,136,136,136
138,621,138,138,138,138,138
139,891,140,140,140,140,140
140,297,140,140,140,140,140
141,982,141,141,141,141,141
142,56,142,142,142,142,142
143,837,143,143,143,143,143
144,861,145,145,145,145,145
145,129,146,146,146,146,146
146,949,147,147,147,147,147
147,49,148,148,148,148,148
148,561,150,150,150,150,150
149,847,151,151,151,151,151
150,805,153,153,153,153,153
151,240,154,154,154,154,154
152,109,155,155,155,155,155
153,801,156,156,156,156,156
154,744,157,157,157,157,157
155,453,158,158,158,158,158
156,807,159,159,159,159,159
157,472,160,160,160,160,160
158,851,161,161,161,161,161
159,35,162,162,162,162,162
160,928,163,163,163,163,163
161,397,165,165,165,165,165
162,454,165,165,165,165,165
163,314,166,166,166,166,166
164,999,166,166,166,166,166
165,523,167,167,167,167,167
166,305,169,169,169,169,169
167,401,170,170,170,170,170
168,67,170,170,170,170,170
169,165,171,171,171,171,171
170,979,171,171,171,171,171
171,834,172,172,172,172,172
172,929,173,173,173,173,173
173,245,173,173,173,173,173
174,543,174,174,174,174,174
175,402,175,175,175,175,175
176,916,176,176,176,176,176
177,980,177,177,177,177,177
178,650,178,178,178,178,178
179,667,178,178,178,178,178
180,776,178,178,178,178,178
181,368,179,179,179,179,179
182,229,180,180,180,180,180
183,312,181,181,181,181,181
184,192,183,183,183,183,183
185,83,185,185,185,185,185
186,642,186,186,186,186,186
187,90,188,188,188,188,188
188,622,192,192,192,192,192
189,863,192,192,192,192,192
190,7,193,193,193,193,193
191,180,194,194,194,194,194
192,511,195,195,195,195,195
193,505,196,196,196,196,196
194,641,197,197,197,197,197
195,984,198,198,198,198,198
196,173,199,199,199,199,199
197,634,200,200,200,200,200
198,12,201,201,201,201,201
199,222,202,202,202,202,202
200,143,203,203,203,203,203
201,592,204,204,204,204,204
202,287,205,205,205,205,205
203,449,206,206,206,206,206
204,862,207,207,207,207,207
205,438,207,207,207,207,207
206,867,208,208,208,208,208
207,609,209,209,209,209,209
208,997,210,210,210,210,210
209,465,211,211,211,211,211
210,741,212,212,212,212,212
211,417,214,214,214,214,214
212,784,215,215,215,215,215
213,396,221,221,221,221,221
214,627,222,222,222,222,222
215,240,223,223,223,223,223
216,366,224,224,224,224,224
217,313,226,226,226,226,226
218,300,227,227,227,227,227
219,394,228,228,228,228,228
220,122,229,229,229,229,229
221,952,230,230,230,230,230
222,77,230,230,230,230,230
223,428,231,231,231,231,231
224,140,232,232,232,232,232
225,522,233,233,233,233,233
226,479,234,234,234,234,234
227,464,235,235,235,235,235
228,644,236,236,236,236,236
229,547,236,236,236,236,236
230,233,237,237,237,237,237
231,289,238,238,238,238,238
232,467,239,239,239,239,239
233,476,240,240,240,240,240
234,958,240,240,240,240,240
235,71,241,241,241,241,241
236,466,242,242,242,242,242
237,533,243,243,243,243,243
238,700,244,244,244,244,244
239,467,245,245,245,245,245
240,831,247,247,247,247,247
241,552,248,248,248,248,248
242,374,249,249,249,249,249
243,363,249,249,249,249,249
244,169,250,250,250,250,250
245,303,250,250,250,250,250
246,163,252,252,252,252,252
247,962,255,255,255,255,255
248,153,256,256,256,256,256
249,154,258,258,258,258,258
250,913,258,258,258,258,258
251,529,260,260,260,260,260
252,612,260,260,260,260,260
253,455,261,261,261,261,261
254,125,263,263,263,263,263
255,314,263,263,263,263,263
256,119,264,264,264,264,264
257,723,264,264,264,264,264
258,351,266,266,266,266,266
259,26,267,267,267,267,267
260,345,268,268,268,268,268
261,439,268,268,268,268,268
262,101,269,269,269,269,269
263,542,271,271,271,271,271
264,355,272,272,272,272,272
265,571,273,273,273,273,273
266,231,273,273,273,273,273
267,619,276,276,276,276,276
268,1,277,277,277,277,277
269,919,278,278,278,278,278
270,761,278,278,278,278,278
271,524,279,279,279,279,279
272,226,281,281,281,281,281
273,918,281,281,281,281,281
274,59,282,282,282,282,282
275,649,283,283,283,283,283
276,420,284,284,284,284,284
277,570,285,285,285,285,285
278,571,285,285,285,285,285
279,399,287,287,287,287,287
280,148,287,287,287,287,287
281,210,288,288,288,288,288
282,511,289,289,289,289,289
283,175,290,290,290,290,290
284,828,290,290,290,290,290
285,387,291,291,291,291,291
286,751,292,292,292,292,292
287,742,292,292,292,292,292
288,81,293,293,293,293,293
289,13,294,294,294,294,294
290,720,295,295,295,295,295
291,352,296,296,296,296,296
292,663,296,296,296,296,296
293,383,297,297,297,297,297
294,724,300,300,300,300,300
295,47,300,300,300,300,300
296,660,300,300,300,300,300
297,636,301,301,301,301,301
298,943,302,302,302,302,302
299,619,302,302,302,302,302
300,472,303,303,303,303,303
301,658,305,305,305,305,305
302,922,307,307,307,307,307
303,973,307,307,307,307,307
304,284,308,308,308,308,308
305,760,310,310,310,310,310
306,203,311,311,311,311,311
307,905,312,312,312,312,312
308,207,312,312,312,312,312
309,878,313,313,313,313,313
310,920,314,314,314,314,314
311,763,314,314,314,314,314
312,936,315,315,315,315,315
313,87,316,316,316,316,316
314,620,317,317,317,317,317
315,740,318,318,318,318,318
316,871,320,320,320,320,320
317,485,320,320,320,320,320
318,507,322,322,322,322,322
319,276,323,323,323,323,323
320,466,324,324,324,324,324
321,968,325,325,325,325,325
322,798,326,326,326,326,326
323,181,328,328,328,328,328
324,223,328,328,328,328,328
325,469,330,330,330,330,330
326,858,331,331,331,331,331
327,994,332,332,332,332,332
328,224,333,333,333,333,333
329,448,334,334,334,334,334
330,399,335,335,335,335,335
331,639,338,338,338,338,338
332,501,339,339,339,339,339
333,170,339,339,339,339,339
334,451,341,341,341,341,341
335,764,343,343,343,343,343
336,525,344,344,344,344,344
337,778,345,345,345,345,345
338,721,345,345,345,345,345
339,538,347,347,347,347,347
340,692,348,348,348,348,348
341,61,349,349,349,349,349
342,199,351,351,351,351,351
343,612,352,352,352,352,352
344,320,353,353,353,353,353
345,8,354,354,354,354,354
346,150,355,355,355,355,355
347,688,356,356,356,356,356
348,951,358,358,358,358,358
349,46,360,360,360,360,360
350,740,361,361,361,361,361
351,22,361,361,361,361,361
352,31,363,363,363,363,363
353,963,363,363,363,363,363
354,260,365,365,365,365,365
355,58,366,366,366,366,366
356,256,367,367,367,367,367
357,18,368,368,368,368,368
358,602,368,368,368,368,368
359,317,373,373,373,373,373
360,990,374,374,374,374,374
361,159,374,374,374,374,374
362,375,375,375,375,375,375
363,937,376,376,376,376,376
364,272,379,379,379,379,379
365,172,381,381,381,381,381
366,544,382,382,382,382,382
367,793,383,383,383,383,383
368,690,383,383,383,383,383
369,683,384,384,384,384,384
370,433,385,385,385,385,385
371,834,387,387,387,387,387
372,521,388,388,388,388,388
373,697,389,389,389,389,389
374,576,389,389,389,389,389
375,426,391,391,391,391,391
376,99,392,392,392,392,392
377,821,393,393,393,393,393
378,994,394,394,394,394,394
379,178,394,394,394,394,394
380,385,395,395,395,395,395
381,116,395,395,395,395,395
382,604,396,396,396,396,396
383,26,397,397,397,397,397
384,791,397,397,397,397,397
385,954,399,399,399,399,399
386,534,399,399,399,399,399
387,21,399,399,399,399,399
388,904,399,399,399,399,399
389,263,400,400,400,400,400
390,468,401,401,401,401,401
391,994,401,401,401,401,401
392,165,402,402,402,402,402
393,132,402,402,402,402,402
394,850,403,403,403,403,403
395,723,407,407,407,407,407
396,520,409,409,409,409,409
397,716,409,409,409,409,409
398,728,410,410,410,410,410
399,427,411,411,411,411,411
400,344,411,411,411,411,411
401,283,412,412,412,412,412
402,266,413,413,413,413,413
403,809,416,416,416,416,416
404,985,417,417,417,417,417
405,729,417,417,417,417,417
406,524,417,417,417,417,417
407,706,420,420,420,420,420
408,360,422,422,422,422,422
409,177,423,423,423,423,423
410,536,424,424,424,424,424
411,4,425,425,425,425,425
412,944,426,426,426,426,426
413,292,427,427,427,427,427
414,290,427,427,427,427,427
415,859,428,428,428,428,428
416,906,429,429,429,429,429
417,130,429,429,429,429,429
418,365,431,431,431,431,431
419,780,432,432,432,432,432
420,817,433,433,433,433,433
421,677,434,434,434,434,434
422,367,434,434,434,434,434
423,535,435,435,435,435,435
424,445,436,436,436,436,436
425,606,438,438,438,438,438
426,443,439,439,439,439,439
427,427,440,440,440,440,440
428,70,441,441,441,441,441
429,813,441,441,441,441,441
430,147,443,443,443,443,443
431,141,443,443,443,443,443
432,595,445,445,445,445,445
433,198,445,445,445,445,445
434,409,445,445,445,445,445
435,285,445,445,445,445,445
436,17,446,446,446,446,446
437,727,447,447,447,447,447
438,85,448,448,448,448,448
439,898,448,448,448,448,448
440,894,449,449,449,449,449
441,247,451,451,451,451,451
442,573,452,452,452,452,452
443,940,453,453,453,453,453
444,528,454,454,454,454,454
445,403,455,455,455,455,455
446,66,456,456,456,456,456
447,485,458,458,458,458,458
448,462,459,459,459,459,459
449,788,460,460,460,460,460
450,273,461,461,461,461,461
451,142,462,462,462,462,462
452,44,464,464,464,464,464
453,238,464,464,464,464,464
454,643,464,464,464,464,464
455,738,465,465,465,465,465
456,888,466,466,466,466,466
457,464,466,466,466,466,466
458,991,467,467,467,467,467
459,977,467,467,467,467,467
460,127,467,467,467,467,467
461,690,468,468,468,468,468
462,600,469,469,469,469,469
463,888,469,469,469,469,469
464,934,470,470,470,470,470
465,814,472,472,472,472,472
466,489,472,472,472,472,472
467,976,472,472,472,472,472
468,647,473,473,473,473,473
469,857,474,474,474,474,474
470,734,475,475,475,475,475
471,794,476,476,476,476,476
472,903,477,477,477,477,477
473,389,478,478,478,478,478
474,650,479,479,479,479,479
475,27,479,479,479,479,479
476,481,481,481,481,481,481
477,161,482,482,482,482,482
478,417,483,483,483,483,483
479,803,485,485,485,485,485
480,14,485,485,485,485,485
481,302,489,489,489,489,489
482,669,490,490,490,490,490
483,658,493,493,493,493,493
484,469,496,496,496,496,496
485,625,497,497,497,497,497
486,526,497,497,497,497,497
487,399,499,499,499,499,499
488,743,500,500,500,500,500
489,127,501,501,501,501,501
490,868,502,502,502,502,502
491,512,503,503,503,503,503
492,960,504,504,504,504,504
493,682,505,505,505,505,505
494,915,506,506,506,506,506
495,136,507,507,507,507,507
496,745,507,507,507,507,507
497,582,508,508,508,508,508
498,126,509,509,509,509,509
499,88,510,510,510,510,510
500,506,511,511,511,511,511
501,178,511,511,511,511,511
502,227,512,512,512,512,512
503,526,514,514,514,514,514
504,769,515,515,515,515,515
505,63,515,515,515,515,515
506,434,518,518,518,518,518
507,913,520,520,520,520,520
508,591,521,521,521,521,521
509,515,522,522,522,522,522
510,436,523,523,523,523,523
511,676,524,524,524,524,524
512,948,524,524,524,524,524
513,186,525,525,525,525,525
514,959,526,526,526,526,526
515,133,526,526,526,526,526
516,347,527,527,527,527,527
517,749,528,528,528,528,528
518,497,528,528,528,528,528
519,14,529,529,529,529,529
520,160,529,529,529,529,529
521,562,533,533,533,533,533
522,221,534,534,534,534,534
523,20,534,534,534,534,534
524,560,535,535,535,535,535
525,379,536,536,536,536,536
526,838,537,537,537,537,537
527,569,537,537,537,537,537
528,267,538,538,538,538,538
529,151,540,540,540,540,540
530,869,541,541,541,541,541
531,323,542,542,542,542,542
532,964,543,543,543,543,543
533,171,544,544,544,544,544
534,395,544,544,544,544,544
535,687,545,545,545,545,545
536,132,546,546,546,546,546
537,541,547,547,547,547,547
538,464,547,547,547,547,547
539,755,548,548,548,548,548
540,173,549,549,549,549,549
541,200,550,550,550,550,550
542,22,552,552,552,552,552
543,947,553,553,553,553,553
544,193,555,555,555,555,555
545,842,556,556,556,556,556
546,847,557,557,557,557,557
547,628,559,559,559,559,559
548,39,560,560,560,560,560
549,674,561,561,561,561,561
550,702,562,562,562,562,562
551,550,563,563,563,563,563
552,80,564,564,564,564,564
553,679,565,565,565,565,565
554,166,566,566,566,566,566
555,281,567,567,567,567,567
556,446,568,568,568,568,568
557,448,569,569,569,569,569
558,497,570,570,570,570,570
559,593,570,570,570,570,570
560,897,571,571,571,571,571
561,713,571,571,571,571,571
562,493,571,571,571,571,571
563,691,572,572,572,572,572
564,771,573,573,573,573,573
565,138,573,573,573,573,573
566,605,574,574,574,574,574
567,510,576,576,576,576,576
568,474,576,576,576,576,576
569,722,578,578,578,578,578
570,400,578,578,578,578,578
571,921,580,580,580,580,580
572,988,581,581,581,581,581
573,324,582,582,582,582,582
574,409,583,583,583,583,583
575,949,585,585,585,585,585
576,725,586,586,586,586,586
577,899,587,587,587,587,587
578,928,591,591,591,591,591
579,411,592,592,592,592,592
580,810,593,593,593,593,593
581,40,594,594,594,594,594
582,322,594,594,594,594,594
583,911,595,595,595,595,595
584,395,598,598,598,598,598
585,780,600,600,600,600,600
586,407,600,600,600,600,600
587,518,600,600,600,600,600
588,482,602,602,602,602,602
589,91,602,602,602,602,602
590,896,603,603,603,603,603
591,228,604,604,604,604,604
592,156,605,605,605,605,605
593,608,606,606,606,606,606
594,5,606,606,606,606,606
595,295,607,607,607,607,607
596,967,608,608,608,608,608
597,802,609,609,609,609,609
598,941,610,610,610,610,610
599,32,611,611,611,611,611
600,277,612,612,612,612,612
601,946,612,612,612,612,612
602,839,614,614,614,614,614
603,382,615,615,615,615,615
604,341,616,616,616,616,616
605,157,619,619,619,619,619
606,627,619,619,619,619,619
607,866,620,620,620,620,620
608,774,621,621,621,621,621
609,833,622,622,622,622,622
610,499,623,623,623,623,623
611,66,624,624,624,624,624
612,294,625,625,625,625,625
613,239,626,626,626,626,626
614,859,627,627,627,627,627
615,980,627,627,627,627,627
616,881,628,628,628,628,628
617,656,628,628,628,628,628
618,458,629,629,629,629,629
619,924,630,630,630,630,630
620,789,631,631,631,631,631
621,17,632,632,632,632,632
622,568,634,634,634,634,634
623,813,634,634,634,634,634
624,957,636,636,636,636,636
625,540,639,639,639,639,639
626,549,640,640,640,640,640
627,136,641,641,641,641,641
628,307,642,642,642,642,642
629,441,642,642,642,642,642
630,461,643,643,643,643,643
631,107,644,644,644,644,644
632,241,645,645,645,645,645
633,697,646,646,646,646,646
634,300,647,647,647,647,647
635,585,648,648,648,648,648
636,799,649,649,649,649,649
637,767,650,650,650,650,650
638,697,650,650,650,650,650
639,38,652,652,652,652,652
640,301,653,653,653,653,653
641,825,654,654,654,654,654
642,11,655,655,655,655,655
643,307,655,655,655,655,655
644,640,656,656,656,656,656
645,373,658,658,658,658,658
646,953,658,658,658,658,658
647,631,660,660,660,660,660
648,887,660,660,660,660,660
649,578,661,661,661,661,661
650,293,662,662,662,662,662
651,574,663,663,663,663,663
652,986,664,664,664,664,664
653,117,665,665,665,665,665
654,258,667,667,667,667,667
655,784,668,668,668,668,668
656,721,669,669,669,669,669
657,394,670,670,670,670,670
658,75,671,671,671,671,671
659,815,671,671,671,671,671
660,411,672,672,672,672,672
661,500,674,674,674,674,674
662,581,675,675,675,675,675
663,507,676,676,676,676,676
664,883,677,677,677,677,677
665,339,678,678,678,678,678
666,118,679,679,679,679,679
667,95,680,680,680,680,680
668,917,682,682,682,682,682
669,76,682,682,682,682,682
670,603,683,683,683,683,683
671,123,687,687,687,687,687
672,829,688,688,688,688,688
673,981,689,689,689,689,689
674,155,690,690,690,690,690
675,984,690,690,690,690,690
676,819,691,691,691,691,691
677,835,692,692,692,692,692
678,768,693,693,693,693,693
679,174,697,697,697,697,697
680,715,697,697,697,697,697
681,875,697,697,697,697,697
682,208,699,699,699,699,699
683,264,700,700,700,700,700
684,176,701,701,701,701,701
685,273,702,702,702,702,702
686,900,703,703,703,703,703
687,478,704,704,704,704,704
688,879,705,705,705,705,705
689,655,706,706,706,706,706
690,244,707,707,707,707,707
691,975,709,709,709,709,709
692,642,710,710,710,710,710
693,527,711,711,711,711,711
694,811,712,712,712,712,712
695,376,713,713,713,713,713
696,205,714,714,714,714,714
697,849,715,715,715,715,715
698,490,716,716,716,716,716
699,557,717,717,717,717,717
700,242,718,718,718,718,718
701,111,718,718,718,718,718
702,20,720,720,720,720,720
703,689,721,721,721,721,721
704,234,721,721,721,721,721
705,206,722,722,722,722,722
706,570,723,723,723,723,723
707,188,723,723,723,723,723
708,425,724,724,724,724,724
709,705,724,724,724,724,724
710,556,725,725,725,725,725
711,709,727,727,727,727,727
712,416,728,728,728,728,728
713,278,729,729,729,729,729
714,654,729,729,729,729,729
715,662,731,731,731,731,731
716,345,732,732,732,732,732
717,389,733,733,733,733,733
718,121,734,734,734,734,734
719,707,735,735,735,735,735
720,870,737,737,737,737,737
721,354,738,738,738,738,738
722,515,739,739,739,739,739
723,919,740,740,740,740,740
724,889,740,740,740,740,740
725,440,741,741,741,741,741
726,204,742,742,742,742,742
727,901,743,743,743,743,743
728,288,744,744,744,744,744
729,882,745,745,745,745,745
730,746,746,746,746,746,746
731,20,747,747,747,747,747
732,508,748,748,748,748,748
733,611,748,748,748,748,748
734,42,749,749,749,749,749
735,895,751,751,751,751,751
736,318,753,753,753,753,753
737,773,754,754,754,754,754
738,263,755,755,755,755,755
739,235,756,756,756,756,756
740,55,756,756,756,756,756
741,145,757,757,757,757,757
742,4,759,759,759,759,759
743,906,760,760,760,760,760
744,559,761,761,761,761,761
745,877,762,762,762,762,762
746,413,763,763,763,763,763
747,429,763,763,763,763,763
748,995,764,764,764,764,764
749,655,764,764,764,764,764
750,311,765,765,765,765,765
751,989,766,766,766,766,766
752,459,767,767,767,767,767
753,704,768,768,768,768,768
754,120,768,768,768,768,768
755,325,769,769,769,769,769
756,514,770,770,770,770,770
757,869,771,771,771,771,771
758,435,772,772,772,772,772
759,910,773,773,773,773,773
760,140,774,774,774,774,774
761,928,776,776,776,776,776
762,3,777,777,777,777,777
763,46,778,778,778,778,778
764,733,780,780,780,780,780
765,731,780,780,780,780,780
766,927,782,782,782,782,782
767,170,783,783,783,783,783
768,271,784,784,784,784,784
769,57,784,784,784,784,784
770,410,784,784,784,784,784
771,865,785,785,785,785,785
772,302,786,786,786,786,786
773,964,788,788,788,788,788
774,57,789,789,789,789,789
775,629,791,791,791,791,791
776,626,792,792,792,792,792
777,945,793,793,793,793,793
778,424,794,794,794,794,794
779,996,794,794,794,794,794
780,97,795,795,795,795,795
781,871,795,795,795,795,795
782,335,797,797,797,797,797
783,797,798,798,798,798,798
784,529,799,799,799,799,799
785,756,799,799,799,799,799
786,624,801,801,801,801,801
787,600,802,802,802,802,802
788,290,803,803,803,803,803
789,215,804,804,804,804,804
790,282,805,805,805,805,805
791,660,806,806,806,806,806
792,586,807,807,807,807,807
793,268,808,808,808,808,808
794,942,809,809,809,809,809
795,748,810,810,810,810,810
796,762,811,811,811,811,811
797,107,813,813,813,813,813
798,634,813,813,813,813,813
799,739,814,814,814,814,814
800,786,814,814,814,814,814
801,756,815,815,815,815,815
802,665,815,815,815,815,815
803,363,817,817,817,817,817
804,349,817,817,817,817,817
805,874,818,818,818,818,818
806,546,819,819,819,819,819
807,53,819,819,819,819,819
808,194,821,821,821,821,821
809,281,822,822,822,822,822
810,166,823,823,823,823,823
811,795,824,824,824,824,824
812,545,825,825,825,825,825
813,703,826,826,826,826,826
814,15,828,828,828,828,828
815,571,829,829,829,829,829
816,628,831,831,831,831,831
817,89,832,832,832,832,832
818,391,833,833,833,833,833
819,285,834,834,834,834,834
820,971,834,834,834,834,834
821,422,835,835,835,835,835
822,504,836,836,836,836,836
823,91,837,837,837,837,837
824,931,838,838,838,838,838
825,36,839,839,839,839,839
826,974,841,841,841,841,841
827,699,842,842,842,842,842
828,784,843,843,843,843,843
829,902,843,843,843,843,843
830,178,844,844,844,844,844
831,183,845,845,845,845,845
832,38,846,846,846,846,846
833,104,847,847,847,847,847
834,616,847,847,847,847,847
835,986,848,848,848,848,848
836,884,849,849,849,849,849
837,230,850,850,850,850,850
838,338,850,850,850,850,850
839,710,851,851,851,851,851
840,817,851,851,851,851,851
841,470,853,853,853,853,853
842,701,853,853,853,853,853
843,957,857,857,857,857,857
844,483,858,858,858,858,858
845,361,859,859,859,859,859
846,770,859,859,859,859,859
847,844,861,861,861,861,861
848,941,862,862,862,862,862
849,724,863,863,863,863,863
850,718,864,864,864,864,864
851,445,865,865,865,865,865
852,70,866,866,866,866,866
853,250,867,867,867,867,867
854,573,868,868,868,868,868
855,956,868,868,868,868,868
856,799,869,869,869,869,869
857,806,869,869,869,869,869
858,606,870,870,870,870,870
859,134,871,871,871,871,871
860,528,871,871,871,871,871
861,572,871,871,871,871,871
862,230,871,871,871,871,871
863,682,873,873,873,873,873
864,880,874,874,874,874,874
865,278,875,875,875,875,875
866,747,877,877,877,877,877
867,914,878,878,878,878,878
868,846,879,879,879,879,879
869,423,880,880,880,880,880
870,445,881,881,881,881,881
871,52,882,882,882,882,882
872,934,883,883,883,883,883
873,766,884,884,884,884,884
874,443,885,885,885,885,885
875,260,886,886,886,886,886
876,255,887,887,887,887,887
877,853,888,888,888,888,888
878,848,888,888,888,888,888
879,938,889,889,889,889,889
880,717,891,891,891,891,891
881,401,893,893,893,893,893
882,51,894,894,894,894,894
883,566,895,895,895,895,895
884,232,896,896,896,896,896
885,952,897,897,897,897,897
886,555,898,898,898,898,898
887,496,899,899,899,899,899
888,15,900,900,900,900,900
889,843,901,901,901,901,901
890,388,902,902,902,902,902
891,503,903,903,903,903,903
892,824,904,904,904,904,904
893,864,904,904,904,904,904
894,330,905,905,905,905,905
895,102,906,906,906,906,906
896,615,906,906,906,906,906
897,646,910,910,910,910,910
898,610,911,911,911,911,911
899,729,913,913,913,913,913
900,31,913,913,913,913,913
901,777,914,914,914,914,914
902,537,915,915,915,915,915
903,195,916,916,916,916,916
904,124,917,917,917,917,917
905,339,918,918,918,918,918
906,623,919,919,919,919,919
907,598,919,919,919,919,919
908,600,920,920,920,920,920
909,630,921,921,921,921,921
910,845,922,922,922,922,922
911,885,923,923,923,923,923
912,334,924,924,924,924,924
913,328,925,925,925,925,925
914,59,926,926,926,926,926
915,614,927,927,927,927,927
916,447,928,928,928,928,928
917,534,928,928,928,928,928
918,445,928,928,928,928,928
919,648,929,929,929,929,929
920,940,930,930,930,930,930
921,381,931,931,931,931,931
922,185,932,932,932,932,932
923,252,932,932,932,932,932
924,374,933,933,933,933,933
925,441,933,933,933,933,933
926,146,934,934,934,934,934
927,757,934,934,934,934,934
928,106,936,936,936,936,936
929,764,937,937,937,937,937
930,712,938,938,938,938,938
931,320,940,940,940,940,940
932,602,940,940,940,940,940
933,249,941,941,941,941,941
934,502,941,941,941,941,941
935,675,942,942,942,942,942
936,9,943,943,943,943,943
937,460,944,944,944,944,944
938,24,945,945,945,945,945
939,392,946,946,946,946,946
940,994,947,947,947,947,947
941,171,947,947,947,947,947
942,434,948,948,948,948,948
943,851,949,949,949,949,949
944,473,949,949,949,949,949
945,578,950,950,950,950,950
946,836,950,950,950,950,950
947,567,951,951,951,951,951
